,Company(Maker),Specific_Bean_Origin_or_Bar_Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad Bean_Origin,Quality,Review_Year
979,La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70.0,Japan,3.0,Criollo,Peru,Average,11.0
980,La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,70.0,Japan,3.0,Trinitario,Belize,Average,11.0
981,La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,70.0,Japan,3.0,Criollo,Belize,Average,11.0
982,La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74.0,France,2.75,Missing,Africa,Below Average,8.0
983,La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74.0,France,2.75,Missing,Carribean,Below Average,8.0
984,La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74.0,France,2.75,Missing,Central America,Below Average,8.0
985,La Maison du Chocolat (Valrhona),Tobago,1145,2013,60.0,France,3.25,Missing,Tobago,Average,8.0
986,La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56.0,France,3.25,Missing,Ecuador,Average,8.0
987,La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,66.0,France,3.5,Missing,Dominican Republic,Average,7.0
988,La Maison du Chocolat (Valrhona),Grenada,741,2011,68.0,France,3.5,Trinitario,Grenada,Average,6.0
989,La Maison du Chocolat (Valrhona),Akosombo,346,2009,68.0,France,3.25,Forastero,Ghana,Average,4.0
990,La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69.0,France,3.5,Criollo (Porcelana),Venezuela,Average,4.0
991,La Maison du Chocolat (Valrhona),Kuruba,439,2009,60.0,France,3.0,Missing,Missing,Average,4.0
992,La Maison du Chocolat (Valrhona),Orinoco,445,2009,60.0,France,3.75,Missing,Missing,Above Average,4.0
993,La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74.0,France,3.5,Blend,Venezuela,Average,3.0
994,La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74.0,France,3.5,Blend,Indonesia,Average,3.0
995,La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74.0,France,3.5,Blend,Ecuador,Average,3.0
996,La Oroquidea,Peruvian Amazon,721,2011,72.0,Peru,2.5,Missing,Peru,Below Average,6.0
997,La Pepa de Oro,Vinces,713,2011,60.0,Ecuador,3.25,Missing,Ecuador,Average,6.0
998,Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75.0,France,2.75,Trinitario,Madagascar,Below Average,10.0
999,Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75.0,France,2.75,Trinitario,Vietnam,Below Average,10.0
1000,Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,75.0,France,3.0,Missing,Cuba,Average,10.0
1001,Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75.0,France,3.25,Missing,Peru,Average,10.0
1002,Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75.0,France,3.0,Missing,Ivory Coast,Average,10.0
1003,Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75.0,France,3.5,Forastero,Sao Tome,Average,10.0
1004,Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75.0,France,3.25,Missing,Brazil,Average,10.0
1005,Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75.0,France,3.75,Trinitario,Vietnam,Above Average,10.0
1006,Laia aka Chat-Noir,Cuba,1434,2014,70.0,France,2.75,Missing,Cuba,Below Average,9.0
1007,Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,68.0,France,2.75,Missing,Trinidad,Below Average,9.0
1008,Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,68.0,France,2.75,Missing,Tobago,Below Average,9.0
1009,Lajedo do Ouro,Catongo,927,2012,70.0,Brazil,3.5,Forastero (Catongo),Brazil,Average,7.0
1010,Lake Champlain (Callebaut),Tanzania,327,2009,75.0,United States,2.5,Missing,Tanzania,Below Average,4.0
1011,L'Amourette,Rugoso,1784,2016,80.0,United States,3.5,Trinitario,Nicaragua,Average,11.0
1012,L'Amourette,Carenero Superior,833,2012,75.0,United States,3.0,Trinitario,Venezuela,Average,7.0
1013,L'Amourette,Rio Caribe,833,2012,75.0,United States,3.0,Trinitario,Venezuela,Average,7.0
1014,L'Amourette,Blend,853,2012,72.0,United States,3.0,Criollo,Peru,Average,7.0
1015,L'Amourette,Blend,853,2012,72.0,United States,3.0,Criollo,Ecuador,Average,7.0
1016,L'Amourette,Blend,853,2012,72.0,United States,3.0,Criollo,Venezuela,Average,7.0
1017,Letterpress,"La Masica, Batch 7, FHIA",1952,2017,70.0,United States,3.5,Missing,Honduras,Average,12.0
1018,Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,70.0,United States,3.25,Missing,Belize,Average,12.0
1019,Letterpress,Liberia,1728,2016,70.0,United States,3.25,Missing,Liberia,Average,11.0
1020,Letterpress,Beniamo,1562,2015,70.0,United States,3.25,Missing,Bolivia,Average,10.0
1021,Letterpress,"San Juan Estate, Gran Couva",1562,2015,70.0,United States,3.5,Trinitario,Trinidad,Average,10.0
1022,Letterpress,San Andres,1566,2015,70.0,United States,3.0,Missing,Costa Rica,Average,10.0
1023,Letterpress,"La Red, Guaconejo",1566,2015,70.0,United States,3.25,Missing,Dominican Republic,Average,10.0
1024,Letterpress,Kokoa Kamili,1566,2015,70.0,United States,3.5,Missing,Tanzania,Average,10.0
1025,Letterpress,Maranura,1371,2014,70.0,United States,3.5,Forastero (Nacional),Peru,Average,9.0
1026,Levy,Sambirano,1231,2014,71.0,Finland,3.5,Criollo,Madagascar,Average,9.0
1027,Lilla,Madagascar,1856,2016,70.0,Finland,3.0,Trinitario,Madagascar,Average,11.0
1028,Lillie Belle,Perfect Illusion,855,2012,65.0,United States,3.5,Criollo,Peru,Average,7.0
1029,Lillie Belle,"Bolivia, Wild Thing",903,2012,68.0,United States,3.5,Criollo,Bolivia,Average,7.0
1030,Lillie Belle,La Selva,903,2012,68.0,United States,3.75,Missing,Peru,Above Average,7.0
1031,Lillie Belle,Purple Haze,947,2012,75.0,United States,2.75,Missing,Venezuela,Below Average,7.0
1032,Lillie Belle,Purple Haze,947,2012,75.0,United States,2.75,Missing,Dominican Republic,Below Average,7.0
1033,Lillie Belle,"The Other One, Grand Cru",947,2012,74.0,United States,3.0,Missing,Dominican Republic,Average,7.0
1034,Lillie Belle,Wild Thing,947,2012,68.0,United States,3.5,Criollo,Bolivia,Average,7.0
1035,Lindt & Sprungli,Excellence (US Version),157,2007,85.0,Switzerland,3.0,Missing,Missing,Average,2.0
1036,Loiza,Puerto Rico,1049,2013,65.0,Puerto Rico,2.5,Missing,Puerto Rico,Below Average,8.0
1037,Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70.0,United States,3.75,Missing,United States,Above Average,9.0
1038,Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,65.0,United States,3.25,Missing,United States,Average,9.0
1039,Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,75.0,United States,3.75,Missing,United States,Above Average,9.0
1040,Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71.0,United States,3.0,Missing,United States,Average,8.0
1041,Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,72.0,United States,3.0,Missing,United States,Average,8.0
1042,Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,70.0,United States,3.5,Missing,United States,Average,8.0
1043,Love Bar,Nicaragua,1502,2015,75.0,United States,2.0,Missing,Nicaragua,Below Average,10.0
1044,Luker,Selva,552,2010,46.0,Colombia,2.75,Missing,Colombia,Below Average,5.0
1045,Luker,Selva,552,2010,46.0,Colombia,2.75,Missing,Ecuador,Below Average,5.0
1046,Luker,Macondo,552,2010,60.0,Colombia,3.0,Missing,Colombia,Average,5.0
1047,Luker,Macondo,552,2010,60.0,Colombia,3.0,Missing,Ecuador,Average,5.0
1048,Luker,Misterio,552,2010,58.0,Colombia,3.0,Missing,Colombia,Average,5.0
1049,Luker,Misterio,552,2010,58.0,Colombia,3.0,Missing,Ecuador,Average,5.0
1050,Luker,Santander,552,2010,65.0,Colombia,3.5,Missing,Colombia,Average,5.0
1051,Machu Picchu Trading Co.,Peru,721,2011,70.0,Peru,1.5,Missing,Peru,Below Average,6.0
1052,Machu Picchu Trading Co.,Peru,552,2010,55.0,Peru,2.25,Missing,Peru,Below Average,5.0
1053,Madecasse (Cinagra),Madagascar,284,2008,67.0,Madagascar,3.5,Trinitario,Madagascar,Average,3.0
1054,Madecasse (Cinagra),Madagascar,284,2008,70.0,Madagascar,3.75,Trinitario,Madagascar,Above Average,3.0
1055,Madecasse (Cinagra),Madagascar,284,2008,63.0,Madagascar,4.0,Trinitario,Madagascar,Above Average,3.0
1056,Madecasse (Cinagra),Madagascar,288,2008,75.0,Madagascar,3.5,Trinitario,Madagascar,Average,3.0
1057,Madre,Guadalcanal,1940,2017,73.0,United States,3.5,Missing,Solomon Islands,Average,12.0
1058,Madre,Puerto Rico,1085,2013,70.0,United States,2.75,Missing,Puerto Rico,Below Average,8.0
1059,Madre,Brazil,1085,2013,70.0,United States,3.5,Missing,Brazil,Average,8.0
1060,Madre,"Choobua, Kona",1089,2013,70.0,United States,2.75,Missing,United States,Below Average,8.0
1061,Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,70.0,United States,2.75,Missing,Mexico,Below Average,8.0
1062,Madre,"Hamakua Coast, Kokoleka",991,2012,70.0,United States,3.25,Missing,United States,Average,7.0
1063,Madre,"Criollo, Hawaii",995,2012,70.0,United States,3.25,Criollo,United States,Average,7.0
1064,Madre,Kaua'i,995,2012,70.0,United States,3.5,Missing,United States,Average,7.0
1065,Madre,Dominican,672,2011,70.0,United States,2.5,Missing,Dominican Republic,Below Average,6.0
1066,Madre,Upala,693,2011,70.0,United States,2.75,Missing,Costa Rica,Below Average,6.0
1067,Madre,"Chiapas, Triple Cacao",607,2010,72.0,United States,2.75,Missing,Mexico,Below Average,5.0
1068,Maglio,Africa,300,2008,75.0,Italy,2.0,Missing,Tanzania,Below Average,3.0
1069,Maglio,Ecuador,308,2008,70.0,Italy,3.0,Forastero (Nacional),Ecuador,Average,3.0
1070,Maglio,Cuba,308,2008,70.0,Italy,3.25,Criollo,Cuba,Average,3.0
1071,Maglio,Santo Domingo,308,2008,70.0,Italy,3.75,Blend-Forastero,Dominican Republic,Above Average,3.0
1072,Maglio,Santo Domingo,308,2008,70.0,Italy,3.75,Criollo,Dominican Republic,Above Average,3.0
1073,Majani,Ecuador,531,2010,70.0,Italy,2.0,Missing,Ecuador,Below Average,5.0
1074,Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,75.0,Madagascar,2.75,Trinitario,Madagascar,Below Average,2.0
1075,Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,73.0,Madagascar,3.5,Trinitario,Madagascar,Average,2.0
1076,Malagos,"Davao, Mt. Talamo foothills",1121,2013,65.0,Philippines,3.5,Trinitario,Philippines,Average,8.0
1077,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55.0,United States,3.5,Missing,United States,Average,5.0
1078,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,55.0,United States,2.75,Blend,United States,Below Average,4.0
1079,Malmo,Chuao,1856,2016,70.0,Sweden,3.0,Missing,Venezuela,Average,11.0
1080,Mana,Ecuador,1446,2015,74.0,United States,2.5,Missing,Ecuador,Below Average,10.0
1081,Mana,Peru,1219,2014,74.0,United States,2.5,Missing,Peru,Below Average,9.0
1082,Mana,Venezuela,1219,2014,74.0,United States,2.75,Missing,Venezuela,Below Average,9.0
1083,Mana,Conacado,821,2012,74.0,United States,3.75,Missing,Dominican Republic,Above Average,7.0
1084,Manifesto Cacao,Colombia,1331,2014,70.0,Colombia,2.75,Missing,Colombia,Below Average,9.0
1085,Manoa,Markham Valley,1522,2015,72.0,United States,3.5,Missing,Papua New Guinea,Average,10.0
1086,Manoa,Coto Brus,1522,2015,72.0,United States,3.75,Missing,Costa Rica,Above Average,10.0
1087,Manoa,"Waiahole, O'ahu",1089,2013,72.0,United States,3.75,Missing,United States,Above Average,8.0
1088,Manoa,"Liberia, #174",1003,2012,72.0,United States,3.25,Missing,Liberia,Average,7.0
1089,Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,72.0,United States,2.75,Missing,United States,Below Average,7.0
1090,Manoa,Piura,1007,2012,72.0,United States,3.0,Missing,Peru,Average,7.0
1091,Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,72.0,United States,3.25,Missing,United States,Average,7.0
1092,Manufaktura Czekolady,Johe,1844,2016,70.0,Poland,3.75,Missing,Nicaragua,Above Average,11.0
1093,Manufaktura Czekolady,Peru,1848,2016,70.0,Poland,3.5,Missing,Peru,Average,11.0
1094,Manufaktura Czekolady,Porcelana,1255,2014,70.0,Poland,3.75,Criollo,Venezuela,Above Average,9.0
1095,Manufaktura Czekolady,Kolumbia,1279,2014,85.0,Poland,3.5,Missing,Colombia,Average,9.0
1096,Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,70.0,Poland,3.25,Missing,Dominican Republic,Average,7.0
1097,Manufaktura Czekolady,Grand Cru Ghana,871,2012,70.0,Poland,3.5,Forastero,Ghana,Average,7.0
1098,Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70.0,Poland,3.25,Missing,Ecuador,Average,7.0
1099,Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,75.0,United States,3.25,Trinitario,Vietnam,Average,11.0
1100,Map Chocolate,"ROIG, 2014",1474,2015,70.0,United States,3.5,Criollo,Dominican Republic,Average,10.0
1101,Map Chocolate,"ROIG, 2014",1474,2015,70.0,United States,3.5,Trinitario,Dominican Republic,Average,10.0
1102,Map Chocolate,"Maranon, 2014",1474,2015,62.0,United States,3.5,Forastero (Nacional),Peru,Average,10.0
1103,Map Chocolate,Ecuador,1478,2015,70.0,United States,3.5,Trinitario,Ecuador,Average,10.0
1104,Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,70.0,United States,2.75,Trinitario,Trinidad,Below Average,10.0
1105,Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,70.0,United States,3.5,Missing,Nicaragua,Average,10.0
1106,Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,68.0,United States,3.5,Criollo,Peru,Average,10.0
1107,Map Chocolate,Colombia,1610,2015,75.0,United States,2.75,Missing,Colombia,Below Average,10.0
1108,Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72.0,United States,3.0,Missing,Tanzania,Average,10.0
1109,Map Chocolate,Le Chocolat Chaud,1634,2015,78.0,United States,3.5,Missing,Honduras,Average,10.0
1110,Marana,Piura,1872,2016,70.0,Peru,3.0,Missing,Peru,Average,11.0
1111,Marana,Cusco,1884,2016,70.0,Peru,2.75,Missing,Peru,Below Average,11.0
1112,Marana,San Martin,1884,2016,70.0,Peru,3.0,Missing,Peru,Average,11.0
1113,Marigold's Finest,Cacao Nib Crunch,1808,2016,75.0,Canada,3.25,Missing,Missing,Average,11.0
1114,Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85.0,Vietnam,3.25,Trinitario,Vietnam,Average,10.0
1115,Marou,Ben Tre,1650,2015,68.0,Vietnam,3.5,Trinitario,Vietnam,Average,10.0
1116,Marou,"Dak Lak, Batch 2451",1650,2015,70.0,Vietnam,3.75,Trinitario,Vietnam,Above Average,10.0
1117,Marou,"Tan Phu Dong, Treasure Island",1149,2013,75.0,Vietnam,3.5,Trinitario,Vietnam,Average,8.0
1118,Marou,Ba Ria,845,2012,76.0,Vietnam,3.5,Trinitario,Vietnam,Average,7.0
1119,Marou,Dong Nai,845,2012,72.0,Vietnam,3.5,Trinitario,Vietnam,Average,7.0
1120,Marou,"Tien Giang, Gao Co-op",845,2012,70.0,Vietnam,3.5,Trinitario,Vietnam,Average,7.0
1121,Marou,Ben Tre,849,2012,78.0,Vietnam,3.5,Trinitario,Vietnam,Average,7.0
1122,Marou,Tien Giang,895,2012,80.0,Vietnam,3.0,Trinitario,Vietnam,Average,7.0
1123,Marou,Lam Dong,955,2012,74.0,Vietnam,3.5,Trinitario,Vietnam,Average,7.0
1124,Mars,"Matina 1-6, prototype",537,2010,65.0,United States,3.0,Missing,Costa Rica,Average,5.0
1125,Mars,Ivory Coast,544,2010,65.0,United States,3.0,Missing,Ivory Coast,Average,5.0
1126,Mars,Nigeria,544,2010,65.0,United States,3.25,Missing,Nigeria,Average,5.0
1127,Mars,"Ghana, prototype",544,2010,65.0,United States,3.5,Forastero,Ghana,Average,5.0
1128,Marsatta,Dominican Republic,1189,2013,74.0,United States,2.25,Missing,Dominican Republic,Below Average,8.0
1129,Marsatta,Dominican Republic,1189,2013,89.0,United States,2.5,Missing,Dominican Republic,Below Average,8.0
1130,Martin Mayer,Alto Beni,1836,2016,76.0,Austria,2.75,Missing,Bolivia,Below Average,11.0
1131,Martin Mayer,Pisa,1836,2016,82.0,Austria,3.0,Missing,Haiti,Average,11.0
1132,Martin Mayer,Tumaco,1836,2016,74.0,Austria,3.25,Missing,Colombia,Average,11.0
1133,Mast Brothers,Guatemala,1450,2015,76.0,United States,3.0,Missing,Guatemala,Average,10.0
1134,Mast Brothers,Tanzania,1450,2015,74.0,United States,3.25,Missing,Tanzania,Average,10.0
1135,Mast Brothers,French Laundry 20th Anniversary,1359,2014,75.0,United States,3.75,Blend,Peru,Above Average,9.0
1136,Mast Brothers,French Laundry 20th Anniversary,1359,2014,75.0,United States,3.75,Blend,Belize,Above Average,9.0
1137,Mast Brothers,Shake Shack,959,2012,73.0,United States,3.5,Blend,Peru,Average,7.0
1138,Mast Brothers,Shake Shack,959,2012,73.0,United States,3.5,Blend,Madagascar,Average,7.0
1139,Mast Brothers,Shake Shack,959,2012,73.0,United States,3.5,Blend,Dominican Republic,Average,7.0
1140,Mast Brothers,Chuao,999,2012,73.0,United States,2.75,Trinitario,Venezuela,Below Average,7.0
1141,Mast Brothers,Brooklyn Blend,672,2011,72.0,United States,3.5,Missing,Missing,Average,6.0
1142,Mast Brothers,"Chuao, Med. Roast",701,2011,76.0,United States,3.0,Trinitario,Venezuela,Average,6.0
1143,Mast Brothers,"Chuao, Dark Roast",709,2011,70.0,United States,3.0,Trinitario,Venezuela,Average,6.0
1144,Mast Brothers,"Chuao, Light Roast",713,2011,81.0,United States,2.75,Trinitario,Venezuela,Below Average,6.0
1145,Mast Brothers,Moho River,773,2011,70.0,United States,3.5,Trinitario,Belize,Average,6.0
1146,Mast Brothers,Papua New Guinea,777,2011,71.0,United States,2.75,Missing,Papua New Guinea,Below Average,6.0
1147,Mast Brothers,San Martin,777,2011,75.0,United States,3.0,Missing,Peru,Average,6.0
1148,Mast Brothers,Conacado,777,2011,73.0,United States,3.25,Missing,Dominican Republic,Average,6.0
1149,Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,74.0,United States,3.75,Missing,Dominican Republic,Above Average,6.0
1150,Mast Brothers,Patanemo,572,2010,81.0,United States,2.75,Criollo,Venezuela,Below Average,5.0
1151,Mast Brothers,Ocumare de la Costa,572,2010,75.0,United States,3.0,Missing,Venezuela,Average,5.0
1152,Mast Brothers,"Dominican Republic, Coop",572,2010,70.0,United States,3.25,Missing,Dominican Republic,Average,5.0
1153,Matale,"Malekula P., 2013",1177,2013,72.0,Australia,3.5,Trinitario,Vanuatu,Average,8.0
1154,Matale,"Somia, 2013",1177,2013,68.0,Australia,4.0,Trinitario,Madagascar,Above Average,8.0
1155,Matale,"Kulili P., 2013",1177,2013,74.0,Australia,4.0,Trinitario,Papua New Guinea,Above Average,8.0
1156,Matale,Blend,1181,2013,70.0,Australia,3.75,Trinitario,Papua New Guinea,Above Average,8.0
1157,Matale,Blend,1181,2013,70.0,Australia,3.75,Trinitario,Vanuatu,Above Average,8.0
1158,Matale,Blend,1181,2013,70.0,Australia,3.75,Trinitario,Madagascar,Above Average,8.0
1159,Maverick,Maya Mountain,1367,2014,70.0,United States,3.25,Trinitario,Belize,Average,9.0
1160,Maverick,Elvesia,1367,2014,70.0,United States,3.25,Missing,Dominican Republic,Average,9.0
1161,Maverick,Tumbes,1430,2014,82.0,United States,3.25,Criollo,Peru,Average,9.0
1162,Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,63.0,United States,3.5,Criollo,Peru,Average,9.0
1163,Mayacama,Hispaniola,1728,2016,72.0,United States,3.0,Missing,Dominican Republic,Average,11.0
1164,Meadowlands,Bolivia,1287,2014,70.0,United States,2.5,Missing,Bolivia,Below Average,9.0
1165,Meadowlands,Venezuela,1287,2014,70.0,United States,2.75,Missing,Venezuela,Below Average,9.0
1166,Meadowlands,Belize,1287,2014,70.0,United States,3.0,Trinitario,Belize,Average,9.0
1167,Meadowlands,"Nicaragua, w/ inbs",1291,2014,70.0,United States,3.0,Missing,Nicaragua,Average,9.0
1168,Meadowlands,Dominican Republic,1291,2014,70.0,United States,3.5,Missing,Dominican Republic,Average,9.0
1169,Menakao (aka Cinagra),Madagascar,837,2012,80.0,Madagascar,2.5,Trinitario,Madagascar,Below Average,7.0
1170,Menakao (aka Cinagra),Madagascar,841,2012,72.0,Madagascar,2.5,Trinitario,Madagascar,Below Average,7.0
1171,Mesocacao,El Salvador,1494,2015,80.0,Honduras,2.75,Missing,El Salvador,Below Average,10.0
1172,Mesocacao,El Salvador,1494,2015,70.0,Honduras,3.0,Missing,El Salvador,Average,10.0
1173,Mesocacao,Honduras,1347,2014,80.0,Honduras,3.25,Missing,Honduras,Average,9.0
1174,Mesocacao,Honduras,1347,2014,70.0,Honduras,3.5,Missing,Honduras,Average,9.0
1175,Mesocacao,"La Tronca, Matagalpa",1351,2014,70.0,Honduras,3.25,Missing,Nicaragua,Average,9.0
1176,Mesocacao,"La Tronca, Matagalpa",1351,2014,80.0,Honduras,3.5,Missing,Nicaragua,Average,9.0
1177,Metiisto,"Fazenda Sempre Firme P., Bahia",1267,2014,70.0,Sweden,3.0,Missing,Brazil,Average,9.0
1178,Metiisto,Akesson Estate,1267,2014,72.0,Sweden,3.5,Trinitario,Madagascar,Average,9.0
1179,Metropolitan,South America,1688,2015,70.0,Amsterdam,3.5,Trinitario,South America,Average,10.0
1180,Michel Cluizel,"Chiapas, Mokaya P.",963,2012,66.0,France,3.75,Missing,Mexico,Above Average,7.0
1181,Michel Cluizel,"Carenero Superior, Concepcion",117,2007,66.0,France,3.5,Trinitario,Venezuela,Average,2.0
1182,Michel Cluizel,Vila Gracinda,135,2007,67.0,France,3.5,Forastero,Sao Tome,Average,2.0
1183,Michel Cluizel,Carre Amer,24,2006,60.0,France,2.0,Missing,Missing,Below Average,1.0
1184,Michel Cluizel,Carre Grand Noir,24,2006,85.0,France,2.0,Missing,Missing,Below Average,1.0
1185,Michel Cluizel,Tamarina,24,2006,70.0,France,3.0,Forastero,Sao Tome,Average,1.0
1186,Michel Cluizel,Los Ancones P.,24,2006,67.0,France,4.0,Missing,Dominican Republic,Above Average,1.0
1187,Michel Cluizel,Mangaro P.,24,2006,65.0,France,4.0,Trinitario,Madagascar,Above Average,1.0
1188,Michel Cluizel,Maralumi P.,24,2006,64.0,France,4.0,Missing,Papua New Guinea,Above Average,1.0
1189,Michel Cluizel,Noir Infini,81,2006,99.0,France,2.0,Missing,Missing,Below Average,1.0
1190,Middlebury,Maya Mountain,1490,2015,80.0,United States,3.5,Trinitario,Belize,Average,10.0
1191,Middlebury,San Juan Estate,1490,2015,70.0,United States,3.5,Trinitario,Trinidad,Average,10.0
1192,Middlebury,Oko Caribe,1490,2015,75.0,United States,3.75,Missing,Dominican Republic,Above Average,10.0
1193,Middlebury,"Patanemo, Epoch, Donaldo",1490,2015,75.0,United States,3.75,Missing,Venezuela,Above Average,10.0
1194,Middlebury,Kokoa Kamili,1538,2015,75.0,United States,3.25,Missing,Tanzania,Average,10.0
1195,Middlebury,"Matagalpa, Cacao Bisiesto",1538,2015,70.0,United States,3.5,Missing,Nicaragua,Average,10.0
1196,Middlebury,La Red,1117,2013,75.0,United States,2.5,Missing,Dominican Republic,Below Average,8.0
1197,Middlebury,Belize,1117,2013,80.0,United States,3.25,Trinitario,Belize,Average,8.0
1198,Middlebury,Houseblend,887,2012,65.0,United States,1.5,Missing,Missing,Below Average,7.0
1199,Middlebury,Alto Beni,887,2012,75.0,United States,2.0,Criollo,Bolivia,Below Average,7.0
1200,Middlebury,"Balinese, Java",887,2012,70.0,United States,2.5,Criollo,Indonesia,Below Average,7.0
1201,Millcreek Cacao Roasters,Ecuador,1073,2013,70.0,United States,2.5,Forastero (Nacional),Ecuador,Below Average,8.0
1202,Millcreek Cacao Roasters,Ecuador,825,2012,70.0,United States,3.5,Missing,Ecuador,Average,7.0
1203,Mindo,Ecuador,607,2010,67.0,United States,2.75,Missing,Ecuador,Below Average,5.0
1204,Mindo,Ecuador,607,2010,77.0,United States,2.75,Missing,Ecuador,Below Average,5.0
1205,Minimal,"Acul-du-Nord, 2015",1920,2016,70.0,Japan,3.5,Criollo,Haiti,Average,11.0
1206,Minimal,"Acul-du-Nord, 2015",1920,2016,70.0,Japan,3.5,Trinitario,Haiti,Average,11.0
1207,Mission,"Fazenda Camboa, Bahia",1880,2016,75.0,Brazil,3.75,Missing,Brazil,Above Average,11.0
1208,Mission,"Bahia, Fazenda Venturosa",1626,2015,70.0,Brazil,3.5,Forastero (Parazinho),Brazil,Average,10.0
1209,Mita,Tumaco,955,2012,65.0,Colombia,2.5,Missing,Colombia,Below Average,7.0
1210,Moho,"Toledo District, w/ nibs",1026,2013,73.0,United States,3.25,Trinitario,Belize,Average,8.0
1211,Moho,Toledo District,1030,2013,72.0,United States,3.0,Trinitario,Belize,Average,8.0
1212,Moho,"Umoho R., Toledo District, San Felipe",607,2010,67.0,United States,2.75,Trinitario,Belize,Below Average,5.0
1213,Molucca,La Red,1614,2015,70.0,United States,3.0,Missing,Dominican Republic,Average,10.0
1214,Molucca,Indonesia,1618,2015,70.0,United States,2.75,Missing,Indonesia,Below Average,10.0
1215,Molucca,Peru,1618,2015,70.0,United States,3.25,Missing,Peru,Average,10.0
1216,Momotombo,Matagalpa,661,2011,70.0,Nicaragua,2.75,Missing,Nicaragua,Below Average,6.0
1217,Momotombo,Mombacho,661,2011,70.0,Nicaragua,2.75,Missing,Nicaragua,Below Average,6.0
1218,Momotombo,Oscuro,772,2011,70.0,Nicaragua,3.25,Missing,Nicaragua,Average,6.0
1219,Monarque,Oko Caribe,1812,2016,72.0,Canada,3.5,Missing,Dominican Republic,Average,11.0
1220,Monsieur Truffe,Papaua New Guinea,1391,2014,70.0,Australia,3.25,Missing,Papua New Guinea,Average,9.0
1221,Montecristi,Manabi,1654,2015,70.0,Ecuador,3.25,Missing,Ecuador,Average,10.0
1222,Montecristi,Manabi,1654,2015,63.0,Ecuador,3.5,Missing,Ecuador,Average,10.0
1223,Montecristi,Manabi,1658,2015,85.0,Ecuador,3.5,Missing,Ecuador,Average,10.0
1224,Muchomas (Mesocacao),Nicaragua,1462,2015,70.0,United States,3.5,Missing,Nicaragua,Average,10.0
1225,Muchomas (Mesocacao),Nicaragua,1462,2015,80.0,United States,3.5,Missing,Nicaragua,Average,10.0
1226,Mutari,"Kokoa Kamili, batch 1 SRB",1896,2016,68.0,United States,2.75,Missing,Tanzania,Below Average,11.0
1227,Mutari,"Oko Caribe, batch 1 SRB",1896,2016,71.0,United States,2.75,Missing,Dominican Republic,Below Average,11.0
